stock_id,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,name,category,S+A+B+C+D+E,外資+投信
6664,10.0,3.0,10.0,5.0,5.0,3.0,5.0,5.0,5.0,9.0,7.0,10.0,6.0,10.0,10.0,7.0,10.0,8.0,8.0,8.0,8.0,6.0,群翊,"['半導體', '半導體:生產製程及檢測設備', '印刷電路板', '印刷電路板:生產製程及檢測設備', '觸控面板', '觸控面板:工業用設備']",43.0,14.0
4566,7.0,5.0,4.0,7.0,2.0,8.0,7.0,7.0,7.0,5.0,4.0,6.0,4.0,7.0,7.0,5.0,8.0,5.0,7.0,7.0,3.0,6.0,時碩工業,"['航太週邊', '航太週邊:航空零組件', '電機機械', '電機機械:車用機械傳動設備及零配件']",27.0,9.0
6432,5.0,1.0,,3.0,5.0,8.0,3.0,3.0,3.0,5.0,9.0,5.0,10.0,6.0,6.0,8.0,7.0,9.0,7.0,3.0,4.0,6.0,今展科,"['被動元件', '被動元件:電感器']",46.0,10.0
6279,10.0,5.0,,8.0,7.0,5.0,8.0,8.0,8.0,7.0,7.0,9.0,6.0,8.0,8.0,4.0,10.0,5.0,7.0,8.0,3.0,6.0,胡連,"['連接器', '連接器:連接器設計、組裝及製造']",39.0,9.0
6603,2.0,7.0,8.0,7.0,3.0,9.0,6.0,6.0,6.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,7.0,8.0,8.0,6.0,富強鑫,"['電機機械', '電機機械:專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)']",13.0,14.0
6616,1.0,1.0,1.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,10.0,2.0,2.0,1.0,2.0,2.0,8.0,3.0,6.0,6.0,特昇-KY,"['其他', '其他:其他']",27.0,12.0
1786,8.0,4.0,2.0,3.0,9.0,6.0,2.0,2.0,2.0,10.0,8.0,10.0,7.0,10.0,10.0,7.0,7.0,8.0,5.0,2.0,5.0,6.0,科妍,"['製藥', '製藥:中、西藥製劑', '製藥:原材料', '醫療器材', '醫療器材:醫療耗材']",47.0,11.0
2888,1.0,10.0,,1.0,1.0,1.0,9.0,1.0,9.0,9.0,3.0,9.0,4.0,8.0,8.0,5.0,5.0,5.0,2.0,,1.0,6.0,新光金,"['金融', '金融:金控業_銀行業_保險業']",19.0,7.0
6472,10.0,6.0,8.0,9.0,2.0,5.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,10.0,7.0,4.0,8.0,10.0,6.0,保瑞,"['製藥', '製藥:中、西藥製劑', '製藥:藥品代理銷售及通路']",45.0,16.0
9906,7.0,5.0,9.0,1.0,1.0,1.0,7.0,1.0,7.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,10.0,5.0,6.0,欣巴巴,"['建材營造', '建材營造:建設業']",45.0,11.0
5288,10.0,4.0,7.0,8.0,3.0,9.0,8.0,8.0,8.0,5.0,4.0,8.0,5.0,8.0,8.0,6.0,10.0,7.0,7.0,7.0,6.0,6.0,豐祥-KY,"['醫療器材', '醫療器材:金屬零件', '電機機械', '電機機械:金屬加工處理']",35.0,12.0
8938,8.0,6.0,,9.0,2.0,10.0,9.0,9.0,9.0,4.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,9.0,1.0,明安,"['休閒娛樂', '休閒娛樂:高爾夫球具業']",17.0,10.0
3092,5.0,6.0,2.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,6.0,2.0,6.0,鴻碩,"['電腦及週邊設備', '電腦及週邊設備:連接線']",19.0,8.0
4747,8.0,2.0,3.0,2.0,8.0,6.0,2.0,2.0,2.0,8.0,6.0,9.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,3.0,4.0,6.0,強生,"['製藥', '製藥:中、西藥製劑', '製藥:藥品代理銷售及通路']",39.0,10.0
5213,5.0,9.0,10.0,9.0,10.0,2.0,7.0,9.0,7.0,8.0,10.0,10.0,10.0,9.0,9.0,10.0,8.0,10.0,7.0,10.0,2.0,6.0,亞昕,"['建材營造', '建材營造:建設業']",55.0,8.0
1526,5.0,3.0,7.0,2.0,1.0,1.0,3.0,2.0,3.0,7.0,1.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,10.0,8.0,7.0,6.0,日馳,"['電機機械', '電機機械:傳動元件']",13.0,13.0
3526,10.0,3.0,6.0,6.0,9.0,7.0,5.0,6.0,5.0,9.0,8.0,10.0,7.0,10.0,10.0,7.0,10.0,8.0,8.0,3.0,9.0,6.0,凡甲,"['連接器', '連接器:連接器設計、組裝及製造']",49.0,15.0
2427,4.0,7.0,9.0,7.0,5.0,9.0,6.0,7.0,6.0,7.0,7.0,4.0,4.0,5.0,5.0,6.0,5.0,7.0,4.0,8.0,10.0,6.0,三商電,"['觸控面板', '觸控面板:自動售票機', '觸控面板:金融提款機(ATM)', '軟體服務', '軟體服務:應用_系統軟體設計開發', '軟體服務:系統整合服務', '軟體服務:資料處理服務', '軟體服務:通路經銷']",33.0,16.0
1617,2.0,7.0,,6.0,3.0,6.0,6.0,6.0,6.0,2.0,10.0,4.0,9.0,3.0,3.0,9.0,3.0,10.0,4.0,4.0,8.0,6.0,榮星,"['其他', '其他:其他', '通信網路', '通信網路:線材', '連接器', '連接器:金屬材料', '電機機械', '電機機械:金屬加工處理']",43.0,14.0
4720,2.0,6.0,,6.0,7.0,8.0,6.0,6.0,6.0,5.0,7.0,4.0,7.0,6.0,6.0,10.0,6.0,10.0,4.0,5.0,9.0,6.0,德淵,"['石化及塑橡膠', '石化及塑橡膠:接著劑(合成樹脂)', '醫療器材', '醫療器材:醫療器材代理', '電機機械', '電機機械:手工具機', '電機機械:輸送機械及零配件']",43.0,15.0
3587,10.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,6.0,10.0,6.0,6.0,,2.0,10.0,閎康,"['其他', '其他:其他電子產品及電子服務產業']",42.0,12.0
6189,7.0,8.0,8.0,10.0,9.0,6.0,10.0,10.0,10.0,2.0,9.0,5.0,9.0,5.0,5.0,9.0,9.0,10.0,9.0,9.0,9.0,1.0,豐藝,"['半導體', '半導體:IC通路', '平面顯示器', '平面顯示器:面板', '平面顯示器:顯示器模組', '電腦及週邊設備', '電腦及週邊設備:晶片組', '電腦及週邊設備:面板', '電腦及週邊設備:顯示器模組']",53.0,10.0
3013,6.0,8.0,3.0,8.0,2.0,3.0,8.0,8.0,8.0,3.0,7.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,7.0,1.0,6.0,晟銘電,"['電腦及週邊設備', '電腦及週邊設備:機殼']",29.0,7.0
3617,10.0,5.0,,8.0,5.0,1.0,9.0,8.0,9.0,9.0,7.0,8.0,7.0,8.0,8.0,6.0,10.0,6.0,5.0,9.0,3.0,6.0,碩天,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",41.0,9.0
3268,4.0,1.0,,3.0,8.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,1.0,9.0,6.0,海德威,"['半導體', '半導體:消費性IC']",25.0,15.0
4168,4.0,6.0,1.0,1.0,,,1.0,1.0,1.0,10.0,10.0,1.0,6.0,1.0,1.0,7.0,1.0,6.0,2.0,,4.0,6.0,醣聯,"['製藥', '製藥:中、西藥製劑']",,10.0
6126,4.0,6.0,3.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,10.0,6.0,信音,"['連接器', '連接器:連接器設計、組裝及製造']",31.0,16.0
9941,10.0,9.0,,10.0,7.0,5.0,10.0,10.0,10.0,10.0,6.0,9.0,6.0,8.0,8.0,7.0,10.0,6.0,6.0,8.0,2.0,6.0,裕融,"['其他', '其他:其他']",42.0,8.0
8070,5.0,4.0,8.0,9.0,4.0,6.0,9.0,9.0,9.0,4.0,2.0,7.0,3.0,9.0,9.0,4.0,7.0,5.0,10.0,8.0,2.0,6.0,長華*,"['LED照明產業', 'LED照明產業:燈具_應用', 'LED照明產業:生產製程、檢測設備及原物料', '半導體', '半導體:基板', '半導體:導線架', '半導體:生產製程及檢測設備', '太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '平面顯示器', '平面顯示器:擴散膜、增亮膜、導光板', '平面顯示器:背光源(發光二極體、冷陰極管)', '平面顯示器:驅動IC', '觸控面板', '觸控面板:膠材']",23.0,8.0
3023,10.0,8.0,10.0,10.0,5.0,5.0,10.0,10.0,10.0,6.0,6.0,8.0,6.0,7.0,7.0,6.0,10.0,8.0,5.0,10.0,2.0,1.0,信邦,"['LED照明產業', 'LED照明產業:燈具_應用', '太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '平面顯示器', '平面顯示器:其他零組件', '通信網路', '通信網路:線材', '連接器', '連接器:連接器設計、組裝及製造', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:連接線', '風力發電', '風力發電:其他配件']",41.0,3.0
3006,9.0,8.0,5.0,9.0,8.0,4.0,9.0,9.0,9.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,10.0,1.0,10.0,晶豪科,"['半導體', '半導體:記憶體IC']",21.0,11.0
3484,6.0,4.0,,6.0,2.0,7.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,6.0,3.0,9.0,6.0,9.0,6.0,崧騰,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",19.0,15.0
6288,4.0,8.0,3.0,7.0,6.0,4.0,7.0,7.0,7.0,3.0,5.0,3.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,8.0,2.0,6.0,聯嘉,"['LED照明產業', 'LED照明產業:封裝_模組', 'LED照明產業:燈具_應用']",26.0,8.0
4968,10.0,5.0,,6.0,7.0,8.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,10.0,立積,"['半導體', '半導體:網路通訊IC']",23.0,13.0
8367,6.0,5.0,2.0,6.0,9.0,9.0,5.0,5.0,5.0,7.0,3.0,9.0,3.0,6.0,6.0,3.0,6.0,4.0,9.0,,8.0,6.0,建新國際,"['交通運輸及航運', '交通運輸及航運:散裝航運', '交通運輸及航運:貨櫃航運']",28.0,14.0
5608,3.0,9.0,7.0,6.0,2.0,2.0,6.0,6.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,10.0,3.0,1.0,6.0,四維航,"['交通運輸及航運', '交通運輸及航運:散裝航運']",11.0,7.0
3339,2.0,3.0,,2.0,7.0,7.0,2.0,2.0,2.0,2.0,10.0,2.0,9.0,6.0,6.0,9.0,4.0,2.0,2.0,3.0,3.0,6.0,泰谷,"['LED照明產業', 'LED照明產業:光源_磊晶']",39.0,9.0
4540,5.0,5.0,2.0,4.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,8.0,9.0,5.0,6.0,全球傳動,"['電機機械', '電機機械:傳動元件']",15.0,11.0
2239,7.0,6.0,8.0,9.0,5.0,4.0,9.0,9.0,9.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,9.0,4.0,6.0,英利-KY,"['汽車', '汽車:保險桿', '汽車:其他']",30.0,10.0
3663,5.0,4.0,5.0,5.0,9.0,3.0,5.0,5.0,5.0,2.0,9.0,4.0,10.0,4.0,4.0,9.0,4.0,9.0,5.0,6.0,4.0,6.0,鑫科,"['太陽能產業', '太陽能產業:材料', '平面顯示器', '平面顯示器:化學品(如光阻劑、靶材等)', '被動元件', '被動元件:電阻器材料(氧化鋁陶瓷基板、導電漿墨)', '觸控面板', '觸控面板:ITO導電薄膜']",51.0,10.0
6585,9.0,4.0,3.0,6.0,8.0,3.0,6.0,6.0,6.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,5.0,6.0,1.0,10.0,鼎基,"['其他', '其他:其他', '石化及塑橡膠', '石化及塑橡膠:塑膠製品']",54.0,11.0
5209,10.0,1.0,10.0,8.0,10.0,6.0,8.0,8.0,8.0,2.0,7.0,5.0,6.0,5.0,5.0,7.0,10.0,8.0,7.0,1.0,4.0,6.0,新鼎,"['人工智慧', '人工智慧:智慧設備', '人工智慧:機器學習', '人工智慧:移動控制', '人工智慧:系統整合', '人工智慧:自然語言處理', '人工智慧:資料處理', '人工智慧:運算設備', '人工智慧:雲端平台', '人工智慧:電腦視覺', '人工智慧:領域解決方案', '人工智慧:顧問諮詢', '大數據', '大數據:儲存處理', '大數據:分析工具', '大數據:應用軟體', '大數據:系統整合', '大數據:資料庫', '大數據:運算元件與設備', '大數據:雲端平台', '大數據:領域解決方案', '大數據:顧問諮詢', '軟體服務', '軟體服務:系統整合服務']",48.0,10.0
2104,3.0,10.0,1.0,9.0,3.0,2.0,9.0,9.0,9.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,9.0,1.0,6.0,國際中橡,"['石化及塑橡膠', '石化及塑橡膠:橡塑膠添加劑']",13.0,7.0
3625,2.0,6.0,3.0,3.0,10.0,2.0,3.0,3.0,3.0,3.0,10.0,3.0,8.0,2.0,2.0,9.0,2.0,3.0,2.0,3.0,4.0,6.0,西勝,"['能源元件', '能源元件:電池模組', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:電池']",42.0,10.0
5306,9.0,6.0,4.0,7.0,2.0,4.0,7.0,7.0,7.0,8.0,2.0,9.0,3.0,8.0,8.0,2.0,8.0,3.0,10.0,7.0,3.0,6.0,桂盟,"['休閒娛樂', '休閒娛樂:休閒車業', '其他', '其他:其他', '鋼鐵', '鋼鐵:金屬製品', '電機機械', '電機機械:車用機械傳動設備及零配件']",21.0,9.0
5450,2.0,6.0,,5.0,4.0,8.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,6.0,5.0,5.0,6.0,南良,"['紡織', '紡織:成衣及其它家居紡織類品']",14.0,11.0
2201,8.0,10.0,,10.0,6.0,4.0,10.0,10.0,10.0,8.0,6.0,7.0,6.0,7.0,7.0,10.0,8.0,1.0,3.0,10.0,9.0,1.0,裕隆,"['汽車', '汽車:整車組裝、修理及技術服務']",37.0,10.0
2231,9.0,7.0,5.0,6.0,2.0,2.0,7.0,6.0,7.0,8.0,8.0,8.0,10.0,7.0,7.0,7.0,7.0,5.0,4.0,7.0,3.0,6.0,為升,"['汽車', '汽車:整車組裝、修理及技術服務']",41.0,9.0
6196,9.0,8.0,10.0,10.0,5.0,7.0,10.0,10.0,10.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,10.0,5.0,7.0,10.0,2.0,6.0,帆宣,"['其他', '其他:其他電子產品及電子服務產業']",31.0,8.0
2208,3.0,10.0,10.0,9.0,3.0,5.0,9.0,9.0,9.0,1.0,9.0,3.0,9.0,2.0,2.0,8.0,1.0,5.0,2.0,9.0,1.0,6.0,台船,"['其他', '其他:其他', '風力發電', '風力發電:風場營造']",37.0,7.0
8299,10.0,8.0,8.0,10.0,9.0,7.0,10.0,10.0,10.0,7.0,7.0,5.0,3.0,5.0,5.0,5.0,10.0,5.0,5.0,10.0,9.0,1.0,群聯,"['半導體', '半導體:IC模組', '半導體:IC通路', '半導體:IP設計_IC設計代工服務', '半導體:記憶體控制IC', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:記憶體', '電腦及週邊設備:隨身碟、記憶卡讀卡機']",39.0,10.0
4564,3.0,8.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,5.0,2.0,6.0,元翎,"['電機機械', '電機機械:金屬加工處理']",19.0,8.0
1727,4.0,6.0,,5.0,3.0,9.0,4.0,5.0,4.0,2.0,6.0,3.0,9.0,3.0,3.0,10.0,3.0,1.0,5.0,4.0,8.0,6.0,中華化,"['半導體', '半導體:化學品', '石化及塑橡膠', '石化及塑橡膠:PTA(對苯二甲酸)觸媒', '石化及塑橡膠:工業用合成樹脂', '石化及塑橡膠:界面活性劑', '紡織', '紡織:化學助劑']",33.0,14.0
2368,10.0,9.0,,10.0,6.0,6.0,10.0,10.0,10.0,7.0,6.0,9.0,6.0,8.0,8.0,5.0,9.0,6.0,4.0,9.0,10.0,1.0,金像電,"['印刷電路板', '印刷電路板:硬板、軟板、IC載板製造']",39.0,11.0
6190,4.0,7.0,,7.0,5.0,7.0,8.0,7.0,8.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,9.0,8.0,3.0,6.0,萬泰科,"['太空衛星科技', '太空衛星科技:低軌衛星', '通信網路', '通信網路:線材']",20.0,9.0
3597,3.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,10.0,2.0,6.0,6.0,映興,"['其他', '其他:其他', '其他:其他電子產品及電子服務產業', '連接器', '連接器:連接器設計、組裝及製造']",13.0,12.0
8420,7.0,3.0,,1.0,1.0,10.0,6.0,3.0,6.0,7.0,8.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,10.0,4.0,5.0,6.0,明揚,"['休閒娛樂', '休閒娛樂:高爾夫球具業']",26.0,11.0
6477,6.0,6.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,8.0,2.0,10.0,4.0,9.0,9.0,3.0,5.0,4.0,5.0,5.0,2.0,6.0,安集,"['太陽能產業', '太陽能產業:太陽能電廠', '太陽能產業:太陽能電池模組']",20.0,8.0
3465,8.0,2.0,,3.0,9.0,9.0,4.0,3.0,3.0,5.0,8.0,6.0,9.0,6.0,6.0,5.0,7.0,5.0,8.0,4.0,8.0,6.0,進泰電子,"['其他', '其他:其他電子產品及電子服務產業']",44.0,14.0
3323,4.0,5.0,6.0,7.0,1.0,3.0,8.0,7.0,8.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,8.0,8.0,8.0,6.0,加百裕,"['能源元件', '能源元件:電池模組', '電腦及週邊設備', '電腦及週邊設備:電池']",13.0,14.0
4744,4.0,3.0,8.0,4.0,9.0,9.0,3.0,3.0,3.0,9.0,9.0,6.0,10.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,9.0,6.0,皇將,"['醫療器材', '醫療器材:其他']",41.0,15.0
6134,3.0,4.0,,3.0,2.0,9.0,3.0,3.0,3.0,6.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,6.0,萬旭,"['電腦及週邊設備', '電腦及週邊設備:連接線']",14.0,11.0
4438,9.0,6.0,8.0,8.0,1.0,1.0,9.0,9.0,9.0,3.0,3.0,7.0,4.0,7.0,7.0,4.0,10.0,5.0,9.0,9.0,5.0,6.0,廣越,"['紡織', '紡織:成衣及其它家居紡織類品', '醫療器材', '醫療器材:衛生用品']",26.0,11.0
4155,3.0,7.0,6.0,3.0,1.0,7.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,10.0,5.0,9.0,6.0,訊映,"['醫療器材', '醫療器材:醫療耗材']",11.0,15.0
5434,10.0,7.0,10.0,10.0,4.0,2.0,10.0,10.0,10.0,3.0,5.0,6.0,6.0,5.0,5.0,6.0,10.0,6.0,9.0,9.0,2.0,10.0,崇越,"['LED照明產業', 'LED照明產業:封裝_模組', 'LED照明產業:生產製程、檢測設備及原物料', '半導體', '半導體:化學品', '半導體:生產製程及檢測設備', '太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電池模組', '太陽能產業:材料', '被動元件', '被動元件:電感器', '被動元件:電阻器材料(氧化鋁陶瓷基板、導電漿墨)', '貿易百貨', '貿易百貨:貿易商、代理商、經銷商']",37.0,12.0
6796,9.0,1.0,3.0,2.0,6.0,8.0,2.0,2.0,2.0,10.0,8.0,7.0,7.0,8.0,8.0,5.0,6.0,5.0,4.0,3.0,5.0,6.0,晉弘,"['醫療器材', '醫療器材:其他']",40.0,11.0
2338,8.0,8.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,6.0,5.0,7.0,4.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,10.0,光罩,"['半導體', '半導體:光罩']",24.0,12.0
6806,9.0,8.0,3.0,9.0,10.0,7.0,8.0,9.0,8.0,2.0,10.0,6.0,10.0,4.0,4.0,10.0,6.0,10.0,3.0,1.0,1.0,1.0,森崴能源,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '風力發電', '風力發電:發電營運', '風力發電:風場營造', '風力發電:風場規劃', '風力發電:風場開發', '風力發電:風機維護']",59.0,2.0
3357,9.0,6.0,,7.0,4.0,8.0,7.0,7.0,7.0,5.0,3.0,6.0,3.0,7.0,7.0,3.0,8.0,4.0,9.0,7.0,8.0,10.0,臺慶科,"['被動元件', '被動元件:電感器', '被動元件:電感器材料(如鐵氧體、導電漿墨)']",26.0,18.0
8473,4.0,7.0,7.0,6.0,3.0,9.0,6.0,6.0,6.0,5.0,10.0,9.0,9.0,5.0,5.0,9.0,4.0,2.0,2.0,,6.0,6.0,山林水,"['其他', '其他:環保潔能服務產業']",37.0,12.0
3680,10.0,5.0,9.0,6.0,2.0,1.0,7.0,7.0,7.0,9.0,8.0,9.0,5.0,8.0,8.0,5.0,9.0,5.0,4.0,8.0,2.0,10.0,家登,"['半導體', '半導體:生產製程及檢測設備']",35.0,12.0
3580,7.0,2.0,6.0,3.0,2.0,10.0,3.0,3.0,3.0,9.0,2.0,9.0,3.0,9.0,9.0,3.0,8.0,3.0,10.0,4.0,8.0,6.0,友威科,"['其他', '其他:其他電子產品及電子服務產業']",20.0,14.0
1589,7.0,6.0,,8.0,3.0,7.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,9.0,2.0,9.0,2.0,6.0,永冠-KY,"['能源元件', '能源元件:原材料', '電機機械', '電機機械:鋼鑄鐵元件', '風力發電', '風力發電:其他配件', '風力發電:風場開發', '風力發電:齒輪箱']",26.0,8.0
5905,1.0,8.0,8.0,3.0,5.0,1.0,3.0,3.0,3.0,10.0,5.0,2.0,1.0,10.0,10.0,10.0,5.0,1.0,2.0,6.0,2.0,6.0,南仁湖,"['休閒娛樂', '休閒娛樂:旅館服務業', '貿易百貨', '貿易百貨:零售通路']",23.0,8.0
3701,7.0,8.0,8.0,9.0,5.0,1.0,9.0,9.0,9.0,4.0,9.0,7.0,9.0,6.0,6.0,8.0,7.0,9.0,3.0,9.0,4.0,6.0,大眾控,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件', '電腦及週邊設備:工業電腦']",47.0,10.0
2727,10.0,5.0,10.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,8.0,6.0,8.0,5.0,5.0,8.0,10.0,8.0,4.0,8.0,3.0,6.0,王品,"['食品', '食品:餐飲連鎖']",49.0,9.0
8462,9.0,4.0,9.0,7.0,8.0,5.0,7.0,7.0,7.0,5.0,9.0,6.0,10.0,4.0,4.0,10.0,6.0,10.0,4.0,1.0,5.0,6.0,柏文,"['休閒娛樂', '休閒娛樂:娛樂服務業']",56.0,11.0
6804,7.0,2.0,5.0,6.0,2.0,9.0,6.0,5.0,6.0,2.0,6.0,4.0,4.0,4.0,4.0,5.0,7.0,5.0,8.0,5.0,5.0,6.0,明係,"['休閒娛樂', '休閒娛樂:休閒車業']",29.0,11.0
5309,5.0,7.0,3.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,2.0,5.0,2.0,6.0,系統電,"['能源元件', '能源元件:電池模組', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",23.0,8.0
5351,7.0,8.0,1.0,6.0,7.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,2.0,6.0,鈺創,"['人工智慧', '人工智慧:系統整合', '人工智慧:電腦視覺', '人工智慧:領域解決方案', '元宇宙', '元宇宙:高速傳輸', '半導體', '半導體:記憶體IC', '體驗科技', '體驗科技:AR Smart Glasses', '體驗科技:CPU', '體驗科技:GPU', '體驗科技:HPU', '體驗科技:IC', '體驗科技:MR Headset & SG', '體驗科技:SLAM', '體驗科技:SoC', '體驗科技:VR Headset', '體驗科技:使用者感知', '體驗科技:其他', '體驗科技:感測器_模組', '體驗科技:手勢_動作', '體驗科技:深度感測', '體驗科技:環境感知', '體驗科技:處理器_IC', '體驗科技:視覺', '體驗科技:觸覺', '體驗科技:語音', '體驗科技:頭顯裝置品牌廠']",18.0,8.0
6438,9.0,4.0,9.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,9.0,4.0,8.0,8.0,5.0,10.0,5.0,9.0,8.0,3.0,6.0,迅得,"['印刷電路板', '印刷電路板:生產製程及檢測設備', '平面顯示器', '平面顯示器:生產製程及檢測設備']",33.0,9.0
3122,6.0,2.0,,2.0,9.0,5.0,1.0,2.0,1.0,7.0,8.0,2.0,7.0,2.0,2.0,8.0,2.0,5.0,3.0,2.0,10.0,6.0,笙泉,"['半導體', '半導體:LED驅動IC', '半導體:微控制器IC', '半導體:消費性IC']",43.0,16.0
6175,5.0,7.0,2.0,6.0,6.0,4.0,6.0,6.0,6.0,4.0,3.0,7.0,3.0,7.0,7.0,4.0,6.0,5.0,8.0,6.0,4.0,6.0,立敦,"['被動元件', '被動元件:電容器材料(如電蝕／化成鋁箔、介面瓷粉)']",26.0,10.0
