stock_id,近一日收盤價,近一季股本,近一季合約負債_流動,當月營收,rev_year_growth_營收年增率,rev_month_growth_營收月增率,累計營收,近3月平均營收,近12月平均營收,近一季營業毛利率,最近一季營業毛利年增率,近一季營業利益率,近一季營業利益年增率,近一季稅後淨利率,近一季稅後淨利率,近一季稅後淨利年增率,近一季每股盈餘EPS,eps_growth_rate_EPS年增率,近一日殖利率,近一季存貨,最近一日外資買賣超張數,最近一日投信買賣超張數,name,category,S+A+B+C+D+E,外資+投信
8027,8.0,5.0,5.0,4.0,3.0,8.0,4.0,4.0,4.0,8.0,3.0,4.0,2.0,6.0,6.0,3.0,5.0,3.0,6.0,7.0,4.0,6.0,鈦昇,"['半導體', '半導體:生產製程及檢測設備', '電機機械', '電機機械:專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)']",22.0,10.0
3088,8.0,6.0,7.0,7.0,4.0,2.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,8.0,8.0,7.0,9.0,8.0,7.0,8.0,2.0,6.0,艾訊,"['觸控面板', '觸控面板:工業用設備', '觸控面板:資訊收集設備', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備', '電腦及週邊設備:工業電腦']",40.0,8.0
5009,7.0,9.0,,9.0,6.0,4.0,9.0,9.0,9.0,6.0,5.0,9.0,6.0,8.0,8.0,6.0,7.0,5.0,8.0,10.0,3.0,10.0,榮剛,"['航太週邊', '航太週邊:航空零組件', '鋼鐵', '鋼鐵:不鏽鋼棒線', '鋼鐵:不鏽鋼胚', '鋼鐵:鋼胚']",35.0,13.0
1599,5.0,4.0,6.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,7.0,5.0,5.0,6.0,宏佳騰,"['休閒娛樂', '休閒娛樂:休閒車業', '電動車輛產業', '電動車輛產業:電動汽車、電動機車、電動自行車']",30.0,11.0
3645,6.0,6.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,6.0,10.0,7.0,9.0,7.0,7.0,10.0,6.0,1.0,4.0,5.0,4.0,6.0,達邁,"['印刷電路板', '印刷電路板:聚亞醯胺樹脂']",40.0,10.0
3042,9.0,8.0,2.0,9.0,7.0,3.0,8.0,9.0,8.0,8.0,4.0,9.0,4.0,9.0,9.0,4.0,9.0,5.0,10.0,8.0,1.0,1.0,晶技,"['被動元件', '被動元件:濾波器、振盪器']",33.0,2.0
4556,4.0,2.0,2.0,2.0,6.0,8.0,2.0,2.0,2.0,8.0,3.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,,,旭然,"['其他', '其他:其他']",21.0,
6761,8.0,1.0,,5.0,5.0,7.0,4.0,5.0,4.0,6.0,4.0,6.0,3.0,5.0,5.0,4.0,8.0,4.0,10.0,5.0,6.0,6.0,穩得,"['其他', '其他:其他電子產品及電子服務產業']",28.0,12.0
1474,1.0,6.0,6.0,6.0,8.0,9.0,6.0,6.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,7.0,6.0,6.0,弘裕,"['紡織', '紡織:織布']",14.0,12.0
3707,8.0,9.0,8.0,7.0,3.0,6.0,8.0,8.0,8.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,8.0,2.0,6.0,漢磊,"['半導體', '半導體:DRAM製造', '半導體:IC_晶圓製造', '半導體:其他IC_二極體製造', '半導體:晶圓製造', '半導體:砷化鎵']",18.0,8.0
6282,6.0,10.0,,10.0,9.0,8.0,10.0,10.0,9.0,5.0,9.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,10.0,10.0,10.0,康舒,"['平面顯示器', '平面顯示器:其他零組件', '智慧電網', '智慧電網:配電管理設施', '智慧電網:高_低壓輸電設施', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:電源供應器']",33.0,20.0
6104,9.0,5.0,,6.0,9.0,6.0,5.0,6.0,5.0,9.0,6.0,6.0,10.0,6.0,6.0,9.0,6.0,10.0,4.0,6.0,3.0,6.0,創惟,"['元宇宙', '元宇宙:高速傳輸', '半導體', '半導體:輸出入介面IC']",53.0,9.0
6284,8.0,7.0,,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,4.0,7.0,10.0,6.0,佳邦,"['被動元件', '被動元件:濾波器、振盪器', '被動元件:電容器', '被動元件:電感器', '通信網路', '通信網路:主_被動元件']",49.0,16.0
6823,8.0,1.0,1.0,2.0,1.0,9.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,5.0,6.0,濾能,"['半導體', '半導體:生產製程及檢測設備']",13.0,11.0
8996,10.0,5.0,,6.0,7.0,9.0,7.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,3.0,7.0,10.0,1.0,高力,"['電機機械', '電機機械:油空壓元件']",54.0,11.0
6274,9.0,8.0,,9.0,7.0,8.0,9.0,9.0,9.0,4.0,7.0,7.0,8.0,6.0,6.0,8.0,8.0,9.0,6.0,8.0,2.0,1.0,台燿,"['印刷電路板', '印刷電路板:銅箔基板']",48.0,3.0
6209,4.0,7.0,,5.0,3.0,4.0,6.0,5.0,6.0,1.0,2.0,3.0,7.0,3.0,3.0,2.0,3.0,2.0,5.0,6.0,9.0,6.0,今國光,"['電腦及週邊設備', '電腦及週邊設備:光學鏡片、鏡頭']",20.0,15.0
8255,10.0,6.0,,8.0,9.0,8.0,7.0,8.0,7.0,6.0,8.0,5.0,5.0,7.0,7.0,6.0,9.0,8.0,5.0,7.0,10.0,1.0,朋程,"['半導體', '半導體:砷化鎵', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電機機械', '電機機械:車用機械傳動設備及零配件']",46.0,11.0
1533,7.0,5.0,6.0,6.0,3.0,1.0,7.0,7.0,7.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,8.0,7.0,6.0,車王電,"['汽車', '汽車:ADAS', '汽車:其他', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電機機械', '電機機械:手工具機', '電機機械:車用機械傳動設備及零配件', '電機機械:電控元件']",24.0,13.0
8171,6.0,4.0,8.0,3.0,2.0,9.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,6.0,天宇,"['能源元件', '能源元件:電池模組', '通信網路', '通信網路:其他零組件', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件']",15.0,9.0
6150,9.0,2.0,7.0,8.0,10.0,3.0,7.0,8.0,7.0,1.0,10.0,3.0,8.0,2.0,2.0,9.0,1.0,3.0,2.0,7.0,3.0,6.0,撼訊,"['區塊鏈', '區塊鏈:元件裝置', '電腦及週邊設備', '電腦及週邊設備:顯示卡']",49.0,9.0
2012,3.0,8.0,9.0,8.0,4.0,7.0,8.0,8.0,8.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,9.0,9.0,4.0,6.0,春雨,"['鋼鐵', '鋼鐵:模具', '鋼鐵:機械設備(如產業機械、精密機械、工具機)', '鋼鐵:線材盤元', '鋼鐵:螺絲螺帽', '鋼鐵:金屬製品', '鋼鐵:鋼線鋼纜', '風力發電', '風力發電:其他配件']",21.0,10.0
5543,6.0,2.0,7.0,6.0,5.0,3.0,6.0,6.0,6.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,7.0,,,桓鼎-KY,"['建材營造', '建材營造:建材原料', '能源元件', '能源元件:電池模組']",20.0,
4303,3.0,4.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,10.0,3.0,1.0,2.0,1.0,5.0,6.0,信立,"['石化及塑橡膠', '石化及塑橡膠:人造纖維', '石化及塑橡膠:塑膠製品']",17.0,11.0
3128,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,7.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,7.0,4.0,3.0,6.0,昇銳,"['人工智慧', '人工智慧:系統整合', '平面顯示器', '平面顯示器:監視器_顯示器', '汽車', '汽車:其他', '電腦及週邊設備', '電腦及週邊設備:安全監控系統', '電腦及週邊設備:磁碟儲存系統']",27.0,9.0
4190,7.0,3.0,10.0,5.0,2.0,2.0,6.0,6.0,6.0,10.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0,4.0,5.0,6.0,6.0,無資料,無資料,27.0,12.0
6509,6.0,7.0,6.0,7.0,3.0,7.0,7.0,7.0,7.0,6.0,3.0,8.0,4.0,6.0,6.0,4.0,6.0,4.0,6.0,7.0,8.0,6.0,聚和,"['石化及塑橡膠', '石化及塑橡膠:顏染料', '能源元件', '能源元件:原材料', '能源元件:電池模組', '能源元件:電池芯']",24.0,14.0
6668,6.0,5.0,5.0,4.0,6.0,10.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,2.0,3.0,3.0,6.0,中揚光,"['電腦及週邊設備', '電腦及週邊設備:光學鏡片、鏡頭']",27.0,9.0
5871,10.0,10.0,,10.0,7.0,4.0,10.0,10.0,10.0,10.0,6.0,10.0,5.0,10.0,10.0,6.0,10.0,6.0,6.0,1.0,10.0,6.0,中租-KY,"['太陽能產業', '太陽能產業:太陽能電廠', '金融', '金融:租賃業']",40.0,16.0
6641,6.0,2.0,7.0,5.0,7.0,3.0,4.0,5.0,4.0,7.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,10.0,3.0,6.0,6.0,無資料,無資料,25.0,12.0
6015,1.0,9.0,,5.0,10.0,10.0,3.0,3.0,3.0,10.0,9.0,3.0,9.0,6.0,6.0,10.0,3.0,1.0,2.0,,2.0,6.0,宏遠證,"['金融', '金融:證券業']",40.0,8.0
4739,8.0,6.0,,6.0,1.0,3.0,7.0,7.0,7.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,7.0,7.0,3.0,6.0,康普,"['石化及塑橡膠', '石化及塑橡膠:PTA(對苯二甲酸)觸媒', '石化及塑橡膠:接著劑(合成樹脂)', '紡織', '紡織:化學助劑', '能源元件', '能源元件:原材料', '被動元件', '被動元件:濾波器、振盪器材料(鉭酸鋰／鈮酸鋰晶圓／片、石英基板、金屬及陶瓷封裝材料)', '電動車輛產業', '電動車輛產業:鋰電池材料']",15.0,9.0
3605,5.0,6.0,,8.0,5.0,7.0,8.0,8.0,8.0,5.0,5.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,4.0,7.0,3.0,6.0,宏致,"['連接器', '連接器:連接器設計、組裝及製造']",27.0,9.0
2497,8.0,6.0,3.0,7.0,4.0,8.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,3.0,7.0,3.0,6.0,怡利電,"['其他', '其他:其他電子產品及電子服務產業', '汽車', '汽車:ADAS', '汽車:其他']",34.0,9.0
3576,2.0,10.0,9.0,8.0,1.0,3.0,9.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,6.0,聯合再生,"['太陽能產業', '太陽能產業:太陽能電池', '太陽能產業:太陽能電池模組']",7.0,7.0
2905,1.0,10.0,10.0,1.0,10.0,1.0,10.0,10.0,10.0,,9.0,,10.0,,,9.0,8.0,9.0,2.0,9.0,2.0,6.0,三商,"['貿易百貨', '貿易百貨:零售通路']",48.0,8.0
9921,10.0,9.0,,10.0,2.0,7.0,10.0,10.0,10.0,5.0,3.0,6.0,3.0,5.0,5.0,4.0,10.0,4.0,7.0,10.0,9.0,1.0,巨大,"['其他', '其他:其他']",26.0,10.0
3167,7.0,5.0,8.0,5.0,8.0,5.0,4.0,4.0,4.0,6.0,5.0,2.0,8.0,4.0,4.0,4.0,3.0,4.0,8.0,7.0,8.0,6.0,大量,"['鋼鐵', '鋼鐵:機械設備(如產業機械、精密機械、工具機)', '電機機械', '電機機械:專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)']",36.0,14.0
4148,7.0,3.0,2.0,6.0,2.0,9.0,6.0,5.0,6.0,6.0,2.0,8.0,3.0,8.0,8.0,3.0,7.0,4.0,8.0,6.0,8.0,6.0,無資料,無資料,21.0,14.0
6182,6.0,9.0,,8.0,2.0,4.0,8.0,8.0,8.0,6.0,2.0,7.0,3.0,7.0,7.0,3.0,4.0,3.0,9.0,9.0,10.0,1.0,合晶,"['半導體', '半導體:晶圓製造']",19.0,11.0
5457,7.0,7.0,4.0,9.0,6.0,6.0,9.0,9.0,9.0,5.0,5.0,8.0,6.0,7.0,7.0,5.0,8.0,5.0,6.0,8.0,2.0,6.0,宣德,"['連接器', '連接器:連接器設計、組裝及製造']",34.0,8.0
1805,2.0,4.0,8.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,2.0,2.0,9.0,3.0,3.0,2.0,5.0,7.0,6.0,寶徠,"['建材營造', '建材營造:建設業']",28.0,13.0
3138,10.0,2.0,,5.0,4.0,4.0,4.0,5.0,4.0,9.0,5.0,8.0,7.0,8.0,8.0,5.0,8.0,5.0,5.0,4.0,3.0,6.0,耀登,"['太空衛星科技', '太空衛星科技:低軌衛星', '通信網路', '通信網路:其他零組件']",36.0,9.0
3631,5.0,5.0,,1.0,3.0,8.0,1.0,1.0,1.0,3.0,10.0,1.0,6.0,1.0,1.0,7.0,2.0,6.0,2.0,4.0,6.0,6.0,晟楠,"['半導體', '半導體:化學品']",37.0,12.0
1909,2.0,10.0,8.0,10.0,4.0,4.0,10.0,10.0,10.0,2.0,9.0,4.0,9.0,3.0,3.0,9.0,2.0,3.0,4.0,9.0,1.0,6.0,榮成,"['造紙', '造紙:紙漿、紙類原料']",36.0,7.0
5245,6.0,2.0,4.0,3.0,1.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,6.0,6.0,智晶,"['平面顯示器', '平面顯示器:面板', '平面顯示器:顯示器模組']",11.0,12.0
6552,5.0,5.0,5.0,5.0,6.0,2.0,4.0,5.0,4.0,2.0,10.0,3.0,9.0,4.0,4.0,10.0,4.0,10.0,3.0,4.0,4.0,6.0,易華電,"['半導體', '半導體:基板']",50.0,10.0
3687,9.0,1.0,8.0,4.0,6.0,7.0,4.0,4.0,4.0,8.0,5.0,9.0,5.0,9.0,9.0,7.0,5.0,8.0,4.0,1.0,9.0,6.0,歐買尬,"['休閒娛樂', '休閒娛樂:營運發行', '休閒娛樂:線上遊戲業', '休閒娛樂:設計開發', '電子商務', '電子商務:金流串接處理服務']",40.0,15.0
2492,9.0,9.0,,10.0,6.0,6.0,10.0,10.0,10.0,4.0,9.0,6.0,10.0,8.0,8.0,9.0,9.0,10.0,4.0,10.0,10.0,1.0,華新科,"['被動元件', '被動元件:濾波器、振盪器', '被動元件:電容器', '被動元件:電容器材料(如電蝕／化成鋁箔、介面瓷粉)', '被動元件:電感器', '被動元件:電阻器']",53.0,11.0
6224,7.0,5.0,3.0,5.0,4.0,2.0,6.0,6.0,6.0,7.0,9.0,4.0,9.0,4.0,4.0,10.0,6.0,9.0,5.0,6.0,4.0,6.0,聚鼎,"['LED照明產業', 'LED照明產業:燈具_應用', 'LED照明產業:生產製程、檢測設備及原物料', '印刷電路板', '印刷電路板:基板組裝加工及相關製造', '印刷電路板:銅箔基板', '平面顯示器', '平面顯示器:其他零組件', '被動元件', '被動元件:電阻器', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",48.0,10.0
2358,1.0,6.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,8.0,9.0,6.0,廷鑫,"['其他', '其他:其他']",15.0,15.0
3016,8.0,8.0,5.0,7.0,3.0,6.0,7.0,7.0,7.0,2.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,3.0,6.0,7.0,2.0,6.0,嘉晶,"['半導體', '半導體:晶圓製造']",19.0,8.0
6283,4.0,7.0,1.0,4.0,7.0,5.0,4.0,4.0,4.0,1.0,10.0,2.0,8.0,2.0,2.0,7.0,2.0,8.0,2.0,4.0,4.0,6.0,淳安,"['汽車', '汽車:其他', '電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備之零組件']",44.0,10.0
6654,6.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,,,天正國際,"['其他', '其他:其他電子產品及電子服務產業']",14.0,
8104,5.0,4.0,6.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,5.0,6.0,錸寶,"['平面顯示器', '平面顯示器:面板', '平面顯示器:顯示器模組']",12.0,11.0
3713,4.0,4.0,7.0,4.0,1.0,10.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,,,新晶投控,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '太陽能產業:太陽能電池模組']",15.0,
4171,6.0,3.0,2.0,1.0,2.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,6.0,瑞基,"['其他', '其他:農業科技業', '醫療器材', '醫療器材:生物檢測']",12.0,8.0
6706,8.0,4.0,9.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,7.0,4.0,6.0,惠特,"['LED照明產業', 'LED照明產業:生產製程、檢測設備及原物料', '其他', '其他:其他電子產品及電子服務產業', '半導體', '半導體:生產製程及檢測設備', '印刷電路板', '印刷電路板:生產製程及檢測設備']",15.0,10.0
3149,3.0,7.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,1.0,10.0,2.0,8.0,2.0,2.0,8.0,2.0,5.0,2.0,3.0,2.0,6.0,正達,"['建材營造', '建材營造:建材原料', '觸控面板', '觸控面板:玻璃基板']",36.0,8.0
3018,2.0,2.0,6.0,3.0,4.0,10.0,2.0,2.0,2.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,,同開,"['建材營造', '建材營造:機電工程', '電機機械', '電機機械:機電系統工程']",,
6547,8.0,9.0,1.0,3.0,10.0,1.0,2.0,3.0,1.0,9.0,10.0,1.0,8.0,1.0,1.0,9.0,2.0,3.0,2.0,7.0,2.0,6.0,高端疫苗,"['製藥', '製藥:中、西藥製劑', '製藥:中藥材、西藥原料藥']",48.0,8.0
3141,9.0,4.0,5.0,4.0,8.0,4.0,5.0,4.0,5.0,9.0,3.0,6.0,3.0,9.0,9.0,6.0,8.0,6.0,5.0,7.0,9.0,6.0,晶宏,"['半導體', '半導體:平面顯示器驅動IC']",35.0,15.0
6558,4.0,5.0,1.0,3.0,6.0,3.0,4.0,4.0,3.0,5.0,10.0,5.0,9.0,7.0,7.0,10.0,5.0,10.0,2.0,3.0,4.0,6.0,興能高,"['能源元件', '能源元件:電池芯']",49.0,10.0
6869,9.0,6.0,9.0,7.0,1.0,2.0,8.0,7.0,8.0,4.0,5.0,8.0,6.0,9.0,9.0,9.0,10.0,9.0,5.0,1.0,6.0,6.0,雲豹能源-創,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '智慧電網', '智慧電網:系統整合服務', '智慧電網:能源管理服務', '智慧電網:電力零售業', '風力發電', '風力發電:發電營運', '風力發電:風場開發']",39.0,12.0
6873,9.0,5.0,9.0,8.0,3.0,10.0,7.0,8.0,7.0,5.0,8.0,7.0,6.0,6.0,6.0,8.0,7.0,9.0,6.0,2.0,4.0,6.0,泓德能源-創,"['太陽能產業', '太陽能產業:太陽能發電設備_系統及系統工程', '太陽能產業:太陽能電廠', '智慧電網', '智慧電網:系統整合服務', '智慧電網:能源管理服務', '智慧電網:電力零售業', '風力發電', '風力發電:發電營運', '風力發電:風場開發']",43.0,10.0
5546,5.0,5.0,7.0,7.0,10.0,9.0,6.0,6.0,6.0,2.0,7.0,5.0,9.0,4.0,4.0,10.0,5.0,1.0,8.0,2.0,6.0,6.0,無資料,無資料,42.0,12.0
5225,7.0,4.0,,8.0,3.0,2.0,8.0,9.0,8.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0,10.0,6.0,8.0,7.0,9.0,6.0,東科-KY,"['其他', '其他:其他電子產品及電子服務產業']",33.0,15.0
6727,7.0,1.0,10.0,4.0,4.0,8.0,4.0,4.0,4.0,6.0,10.0,5.0,9.0,7.0,7.0,4.0,9.0,4.0,10.0,8.0,5.0,6.0,亞泰金屬,"['印刷電路板', '印刷電路板:生產製程及檢測設備']",38.0,11.0
4971,7.0,2.0,2.0,3.0,7.0,4.0,2.0,3.0,2.0,7.0,4.0,5.0,3.0,9.0,9.0,9.0,8.0,10.0,6.0,4.0,7.0,6.0,IET-KY,"['半導體', '半導體:其他IC_二極體製造', '半導體:砷化鎵']",40.0,13.0
2061,2.0,2.0,,3.0,4.0,9.0,3.0,3.0,3.0,1.0,10.0,3.0,7.0,4.0,4.0,10.0,4.0,1.0,2.0,3.0,6.0,6.0,風青,"['其他', '其他:其他']",34.0,12.0
5498,1.0,7.0,,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,10.0,4.0,5.0,3.0,6.0,凱崴,"['印刷電路板', '印刷電路板:基板組裝加工及相關製造', '印刷電路板:銅箔基板']",17.0,9.0
1598,5.0,7.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,9.0,2.0,8.0,3.0,3.0,2.0,4.0,3.0,4.0,9.0,3.0,6.0,岱宇,"['其他', '其他:其他', '運動科技', '運動科技:健身器材']",33.0,9.0
2069,2.0,7.0,8.0,8.0,3.0,8.0,9.0,8.0,9.0,1.0,4.0,3.0,8.0,2.0,2.0,8.0,1.0,4.0,9.0,9.0,7.0,6.0,運錩,"['鋼鐵', '鋼鐵:冷熱軋不鏽鋼板捲', '鋼鐵:裁剪加工']",29.0,13.0
2230,10.0,3.0,3.0,3.0,10.0,9.0,2.0,3.0,2.0,8.0,10.0,9.0,10.0,9.0,9.0,10.0,7.0,10.0,3.0,3.0,2.0,6.0,泰茂,"['電機機械', '電機機械:車用機械傳動設備及零配件']",60.0,8.0
2421,9.0,8.0,7.0,9.0,4.0,8.0,9.0,9.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,5.0,8.0,2.0,6.0,建準,"['平面顯示器', '平面顯示器:其他零組件', '醫療器材', '醫療器材:塑化材料', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電機機械', '電機機械:車用機械傳動設備及零配件', '電機機械:輸送機械及零配件', '電腦及週邊設備', '電腦及週邊設備:散熱片、風扇馬達、散熱模組', '體驗科技', '體驗科技:散熱元件_模組']",42.0,8.0
2461,3.0,7.0,,7.0,4.0,5.0,7.0,7.0,7.0,5.0,8.0,4.0,9.0,3.0,3.0,10.0,4.0,4.0,10.0,8.0,3.0,6.0,光群雷,"['其他', '其他:其他']",38.0,9.0
2731,9.0,5.0,10.0,9.0,10.0,1.0,9.0,9.0,9.0,3.0,10.0,5.0,10.0,4.0,4.0,10.0,10.0,1.0,2.0,1.0,2.0,1.0,雄獅,"['休閒娛樂', '休閒娛樂:旅遊服務業']",50.0,3.0
3310,9.0,3.0,8.0,5.0,9.0,2.0,5.0,5.0,5.0,5.0,10.0,7.0,10.0,6.0,6.0,9.0,8.0,9.0,5.0,9.0,6.0,6.0,佳穎,"['半導體', '半導體:導線架', '建材營造', '建材營造:建設業', '汽車', '汽車:其他', '連接器', '連接器:金屬材料', '醫療器材', '醫療器材:金屬零件', '電動車輛產業', '電動車輛產業:大功率鋰電池芯_模組、電池管理系統、動力馬達等零組件', '電腦及週邊設備', '電腦及週邊設備:金屬、塑膠模具']",56.0,12.0
3325,5.0,5.0,,4.0,9.0,3.0,4.0,4.0,4.0,1.0,10.0,2.0,7.0,2.0,2.0,2.0,1.0,10.0,2.0,4.0,9.0,6.0,旭品,"['電腦及週邊設備', '電腦及週邊設備:機殼', '電腦及週邊設備:電源供應器']",43.0,15.0
3483,10.0,5.0,1.0,8.0,8.0,2.0,8.0,8.0,8.0,5.0,9.0,7.0,10.0,7.0,7.0,9.0,10.0,9.0,5.0,7.0,2.0,6.0,力致,"['LED照明產業', 'LED照明產業:燈具_應用', '電腦及週邊設備', '電腦及週邊設備:散熱片、風扇馬達、散熱模組']",55.0,8.0
4175,8.0,2.0,7.0,8.0,7.0,4.0,8.0,8.0,8.0,7.0,6.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,7.0,7.0,4.0,6.0,杏一,"['製藥', '製藥:藥品代理銷售及通路', '醫療器材', '醫療器材:醫療器材代理', '醫療器材:醫療器材代理銷售及通路', '醫療器材:醫療院所、醫療器材專賣店、藥局等通路', '食品生技', '食品生技:保健食品代理銷售及通路']",30.0,10.0
4433,5.0,3.0,6.0,7.0,10.0,10.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,8.0,8.0,6.0,5.0,6.0,興采,"['紡織', '紡織:成衣及其它家居紡織類品', '紡織:染整']",43.0,11.0
4912,8.0,3.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,9.0,8.0,6.0,6.0,7.0,6.0,聯德控股-KY,"['電腦及週邊設備', '電腦及週邊設備:散熱片、風扇馬達、散熱模組']",42.0,13.0
6593,10.0,1.0,1.0,2.0,10.0,1.0,2.0,3.0,2.0,7.0,10.0,8.0,10.0,6.0,6.0,10.0,7.0,1.0,3.0,3.0,9.0,6.0,台灣銘板,"['軟體服務', '軟體服務:資料處理服務']",51.0,15.0
6655,,4.0,7.0,6.0,5.0,8.0,5.0,5.0,5.0,9.0,4.0,9.0,4.0,8.0,8.0,5.0,8.0,6.0,2.0,7.0,,,無資料,無資料,,
7402,8.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,7.0,4.0,6.0,3.0,7.0,7.0,5.0,6.0,4.0,4.0,3.0,2.0,6.0,邑錡,"['電腦及週邊設備', '電腦及週邊設備:其他電腦及週邊設備']",28.0,8.0
8927,7.0,9.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,4.0,9.0,5.0,10.0,4.0,4.0,9.0,4.0,9.0,6.0,7.0,5.0,6.0,北基,"['油電燃氣', '油電燃氣:加油站']",52.0,11.0
